gmapsurl,name,stars,nreviews,type,address,closingtime,businesspic,comment,,
https://www.google.com/maps/place/Venue+Logic+%7C+Weddings+%7C+Corporate+Events/data=!4m7!3m6!1s0x880e2d3aa8a7a675:0x8d8e8d9a3f3a5df0!8m2!3d41.8307958!4d-87.6560992!16s%2Fg%2F12lt0hr2h!19sChIJdaanqDotDogR8F06P5qNjo0?authuser=0&hl=en&rclk=1,Venue Logic | Weddings | Corporate Events,5,-25,Event venue,1200 W 35th St,⋅ Opens 8 AM Mon,https://lh5.googleusercontent.com/p/AF1QipOqvB08yBHIDqoH0EXpujYyk5NvNLPtZ-ZQHQkZ=w122-h92-k-no,Onsite services,Online appointments,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2d016f34e3a5:0x8522eabed9debc92!8m2!3d41.8890935!4d-87.6728473!16s%2Fg%2F11y2b4_k4_!19sChIJpeM0bwEtDogRkrze2b7qIoU?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Meeting planning service,1821 W Hubbard St Unit 209,⋅ Opens 9 AM Mon,https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png,,,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2cbf1a659723:0x57646085fdbcd5ac!8m2!3d41.878888!4d-87.635876!16s%2Fg%2F12htrg2xh!19sChIJI5dlGr8sDogRrNW8_YVgZFc?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,5,-2,Meeting planning service,"Willis Tower, 233 S Wacker Dr",⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipO5foJUubc7ZFZ3GexFnESSTHrrpyGz5eBJYoL-=w185-h92-k-no,,,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2cbbc54d3493:0xa6a68d0038874c56!8m2!3d41.8823068!4d-87.6327857!16s%2Fg%2F1ptykp4ch!19sChIJkzRNxbssDogRVkyHOACNpqY?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Meeting planning service,2 N La Salle St 14th floor,⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipO8i_TXSHW3ZKzyveq872FfsGuOlAXNDYdVhAR4=w92-h92-k-no,,,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2cac15ebfed1:0xfdb04550704865b6!8m2!3d41.8911024!4d-87.624805!16s%2Fg%2F1pv02b9wk!19sChIJ0f7rFawsDogRtmVIcFBFsP0?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Meeting planning service,500 N Michigan Ave UNIT 600,⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipPCRv6q8antuJKgNVd4UrhC_Nwl8Xw7CNPnLx7k=w132-h92-k-no,,,
https://www.google.com/maps/place/Convene/data=!4m7!3m6!1s0x880e2df65bb553b5:0xea770b0414d260d6!8m2!3d41.8876111!4d-87.6481285!16s%2Fg%2F11pysxqm6z!19sChIJtVO1W_YtDogR1mDSFAQLd-o?authuser=0&hl=en&rclk=1,Convene,4.9,-10,Event venue,333 N Green St,⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipM6zmcVePbbhTCtmU8Uz5uAgNPmaYx-iYQqq2if=w163-h92-k-no,"""Your event can be as formal or as casual as you want.""",,
https://www.google.com/maps/place/Chicago+Winery/data=!4m7!3m6!1s0x880fd339400d9c27:0x90f5fde5705139cf!8m2!3d41.8959927!4d-87.6309087!16s%2Fg%2F11q3rzc8vl!19sChIJJ5wNQDnTD4gRzzlRcOX99ZA?authuser=0&hl=en&rclk=1,Chicago Winery,4.7,-153,Winery,739 N Clark St,⋅ Closes 11 PM,https://lh5.googleusercontent.com/p/AF1QipN61NP-AhW1rCy-n7HHPDYZPnOrfQYSpTtuD4qB=w149-h92-k-no,"""I can not more highly recommend their",event space,""""
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2cac15ebfed1:0x97ecb59f4ab6e43!8m2!3d41.8906871!4d-87.6247776!16s%2Fg%2F12hyd5fyd!19sChIJ0f7rFawsDogRQ26r9FnLfgk?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Coworking space,444 N Michigan Ave Suite 1200,⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipOmviEJ_Q4DJ0IpQBkVzyd0Qb1xROkVkg8qbkx1=w122-h92-k-no,,,
https://www.google.com/maps/place/Chantal%27s+Wedding+%26+Event+Planners/data=!4m7!3m6!1s0x880fd3515e13ad43:0xab5c8902913847ac!8m2!3d41.9004956!4d-87.6246749!16s%2Fg%2F11bx5r3t5n!19sChIJQ60TXlHTD4gRrEc4kQKJXKs?authuser=0&hl=en&rclk=1,Chantal's Wedding & Event Planners,5,-1,Wedding planner,"One Magnificent Mile, 980 N Michigan Ave",⋅ Opens 10 AM Tue,https://lh5.googleusercontent.com/p/AF1QipMT68BkAIDkefHeeWmP7FuXGBPz3ubcUW0wOinr=w138-h92-k-no,"""... top-notch vendors who were just as",professional,"and amazing as ..."""
https://www.google.com/maps/place/Forever+Incredible+Ceremonies/data=!4m7!3m6!1s0x880e2ca237d3bc93:0x4aed29fc769a3892!8m2!3d41.8773229!4d-87.6247831!16s%2Fg%2F11bbyd3nl2!19sChIJk7zTN6IsDogRkjiadvwp7Uo?authuser=0&hl=en&rclk=1,Forever Incredible Ceremonies,4.8,-23,Marriage celebrant,332 S Michigan Ave,⋅ Closes 7 PM,https://lh5.googleusercontent.com/p/AF1QipNdoaVh8ppD3nVjcRA5748bvMT07EAG6HNZv_Ml=w138-h92-k-no,"""... as a",wedding,"officiant. ... She was communicative,"
https://www.google.com/maps/place/Ignite+Glass+Studios/data=!4m7!3m6!1s0x880e2d2ef9d5fd9d:0xed5ce130aea43e4e!8m2!3d41.8891017!4d-87.6652485!16s%2Fg%2F113f_8h64!19sChIJnf3V-S4tDogRTj6krjDhXO0?authuser=0&hl=en&rclk=1,Ignite Glass Studios,4.7,-55,Event venue,401 N Armour St,⋅ Opens 11 AM Mon,https://lh5.googleusercontent.com/p/AF1QipOIHzTRtgaNfNJgUTFiFLGgAkOLrc-w-XyKPH6Z=w122-h92-k-no,"""The reception room has plenty of natural light spilling in. The staff was ...""",,
https://www.google.com/maps/place/Space+1858/data=!4m7!3m6!1s0x880e2d369e2f6bf1:0x680df999b699fa5!8m2!3d41.8910572!4d-87.6742874!16s%2Fg%2F11b6zt276g!19sChIJ8WsvnjYtDogRpZ9pm5nfgAY?authuser=0&hl=en&rclk=1,Space 1858,4.5,-67,Event venue,1858 W Grand Ave,,https://lh5.googleusercontent.com/p/AF1QipNfnqNUFPtaQxL5uioiefG2JxPnZvbuu7RpabQ=w126-h92-k-no,"""The staff are very",professional,"and accommodating and lastly the ..."""
https://www.google.com/maps/place/Diamond+Garden+Banquet+Hall/data=!4m7!3m6!1s0x880fcd125519ce5d:0xf62832105028a88d!8m2!3d41.9244062!4d-87.7197746!16s%2Fg%2F12qflfvgv!19sChIJXc4ZVRLND4gRjagoUBAyKPY?authuser=0&hl=en&rclk=1,Diamond Garden Banquet Hall,4.5,-182,Banquet hall,3705 W Fullerton Ave,⋅ Opens 12 PM Mon,https://lh5.googleusercontent.com/p/AF1QipNxdd-c4HM_oiAZ0NEXHKpTX3WcLD-VDdl3fJXP=w137-h92-k-no,"""The staff was",professional,", courteous and highly efficient. Our"
https://www.google.com/maps/place/OFFSITE+Chicago+Corporate+Meeting+%26+Event+Venue/data=!4m7!3m6!1s0x880e2cc660ceafcd:0x7930b5139c9e72eb!8m2!3d41.8833018!4d-87.6420664!16s%2Fg%2F11b6bt94f9!19sChIJza_OYMYsDogR63KenBO1MHk?authuser=0&hl=en&rclk=1,OFFSITE Chicago Corporate Meeting & Event Venue,4.8,-67,Event venue,560 W Washington Blvd,,https://lh5.googleusercontent.com/p/AF1QipMwhHNOWSsUB_a2H0CHesUeGI3hmIIZqxo3w9PW=w122-h92-k-no,,,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2d6cf6c4c3e1:0x1a25bfae54575b64!8m2!3d41.8794831!4d-87.6356643!16s%2Fg%2F11j080_t05!19sChIJ4cPE9mwtDogRZFtXVK6_JRo?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Meeting planning service,300 W Adams St Ste 800,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wXzkq7dw1HmihPVrnpxqFg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=32.62393&pitch=0&thumbfov=100,,,
https://www.google.com/maps/place/Davinci+Meeting+Rooms/data=!4m7!3m6!1s0x880e2d803c1d0abf:0xa2ff997a75ab1c27!8m2!3d41.8815777!4d-87.6325826!16s%2Fg%2F11fps0szg3!19sChIJvwodPIAtDogRJxyrdXqZ_6I?authuser=0&hl=en&rclk=1,Davinci Meeting Rooms,,,Meeting planning service,190 S LaSalle St,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4cNTEeNiUrMfY1dNkSQqnA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=270.97733&pitch=0&thumbfov=100,,,
https://www.google.com/maps/place/Conference+Chicago/data=!4m7!3m6!1s0x880e2c980c37b721:0xee238c1159a3f77a!8m2!3d41.8748314!4d-87.6274284!16s%2Fg%2F11xb5pjcj!19sChIJIbc3DJgsDogRevejWRGMI-4?authuser=0&hl=en&rclk=1,Conference Chicago,4.1,-32,Conference center,525 S State St,,https://lh5.googleusercontent.com/p/AF1QipM2-tp_EnNZWlO68P_CmZSUpp-Q7nJPK3HXWzXj=w137-h92-k-no,"""Wonderful",venue,for conferences and
https://www.google.com/maps/place/Weddingful+Chicago+%26+Illnois/data=!4m7!3m6!1s0x880e2cd326a1df11:0x40a1a0a4e088a7cc!8m2!3d41.8948595!4d-87.6510164!16s%2Fg%2F11b70rr5q2!19sChIJEd-hJtMsDogRzKeI4KSgoUA?authuser=0&hl=en&rclk=1,Weddingful Chicago & Illnois,1,-1,Wedding store,925 W Huron St #305,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dyd47YNqPfYG2cfJq2QddQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=96.76053&pitch=0&thumbfov=100,,,
