gmapsurl,name,stars,nreviews,type,address,closingtime,businesspic,comment
https://www.google.com/maps/place/Art+Room+Events/data=!4m7!3m6!1s0x880fd2c76a318b47:0x8fc306538436949b!8m2!3d41.8890804!4d-87.6728418!16s%2Fg%2F11c1s9gwt4!19sChIJR4sxasfSD4gRm5Q2hFMGw48?authuser=0&hl=en&rclk=1,Art Room Events,4.9,-31,Event management company,1821 W Hubbard St,⋅ Closes 7 PM,https://lh5.googleusercontent.com/p/AF1QipPACX_NhXGTmbmPexCoVifw2bMLjf3hLenZvszA=w122-h92-k-no,Onsite services
https://www.google.com/maps/place/The+Geraghty/data=!4m7!3m6!1s0x880e2d9801f51a83:0xd0f818d84254abcf!8m2!3d41.8457036!4d-87.6786352!16s%2Fg%2F11b861mf7x!19sChIJgxr1AZgtDogRz6tUQtgY-NA?authuser=0&hl=en&rclk=1,The Geraghty,4.7,-332,Conference center,2520 S Hoyne Ave,⋅ Opens 8:30 AM Mon,https://lh5.googleusercontent.com/p/AF1QipMFaAhQ-kDTcB99OAJ-ZntH9vMU-EyPgTlp-TFJ=w138-h92-k-no,"""It was sectioned perfectly for the conference's day to day operation."""
https://www.google.com/maps/place/Morgan%27s+on+Fulton/data=!4m7!3m6!1s0x880e2cd0921a7da9:0xf17844a2d8c2675!8m2!3d41.886913!4d-87.6519584!16s%2Fg%2F11c3k9x_fx!19sChIJqX0aktAsDogRdSaMLUqEFw8?authuser=0&hl=en&rclk=1,Morgan's on Fulton,4.7,-154,Conference center,950 W Fulton St,⋅ Opens 10 AM Mon,https://lh5.googleusercontent.com/p/AF1QipMtX82_KZbL2me6cnXqdbMgMij6dwojsVgL4h4O=w163-h92-k-no,"""The ceremony room was indoors but sunlit and beautiful, however ..."""
https://www.google.com/maps/place/Marriott+Marquis+Chicago/data=!4m7!3m6!1s0x880e2c7faee6dc13:0x3431ad87f88215cd!8m2!3d41.8540186!4d-87.6205363!16s%2Fg%2F11cs1f408n!19sChIJE9zmrn8sDogRzRWC-IetMTQ?authuser=0&hl=en&rclk=1,Marriott Marquis Chicago,4.6,"-3,130",4-star hotel,2121 S Prairie Ave,,https://lh5.googleusercontent.com/p/AF1QipNFegJyZJ2moe3N2y96JmK59L-Gj_J-k3lIzkk=w138-h92-k-no,"""Extremely convenient to the McCormick"
https://www.google.com/maps/place/620+North+LaSalle+Office+Spaces/data=!4m7!3m6!1s0x880e2d122225de0f:0xe2a497a6b19b4af4!8m2!3d41.8929706!4d-87.6330173!16s%2Fg%2F11r7xtn9kq!19sChIJD94lIhItDogR9EqbsaaXpOI?authuser=0&hl=en&rclk=1,620 North LaSalle Office Spaces,5,-29,Conference center,620 N La Salle Dr,⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipPJ2HVwB6Z-ehhbD_uQRZmQnYxf85AGK_m9UhkM=w138-h92-k-no,Onsite services
"https://www.google.com/maps/place/InterContinental+Chicago+Magnificent+Mile,+an+IHG+Hotel/data=!4m7!3m6!1s0x880e2cac0e1257b9:0x828ce9c1f3602ee3!8m2!3d41.8911399!4d-87.6238708!16s%2Fm%2F027cw84!19sChIJuVcSDqwsDogR4y5g88HpjII?authuser=0&hl=en&rclk=1","InterContinental Chicago Magnificent Mile, an IHG Hotel",4.4,"-4,685",4-star hotel,505 N Michigan Ave,,https://lh5.googleusercontent.com/p/AF1QipOnFWBAFYfA_dtdodCQZRWou1SkE1TsfI7W2bMr=w138-h92-k-no,"""The catering food at the conference was very good."""
https://www.google.com/maps/place/Carr+Workplaces+AON+Center+-+Coworking+%26+Office+Space/data=!4m7!3m6!1s0x880e2ca626b0bc39:0x96790522f6e0ec1c!8m2!3d41.8852827!4d-87.6215123!16s%2Fg%2F113f82n8x!19sChIJObywJqYsDogRHOzg9iIFeZY?authuser=0&hl=en&rclk=1,Carr Workplaces AON Center - Coworking & Office Space,4.9,-33,Conference center,200 E Randolph St Ste 5100,⋅ Opens 8 AM Mon,https://lh5.googleusercontent.com/p/AF1QipMRZlrjxHbZu3cXpLRpO8eVYBztAnEc24lu6Mge=w163-h92-k-no,Onsite services
"https://www.google.com/maps/place/Holiday+Inn+Chicago+Dwtn+Wolf+Point,+an+IHG+Hotel/data=!4m7!3m6!1s0x880e2cb7ca30a3ff:0x3936cc667d8556f!8m2!3d41.8880787!4d-87.6383137!16s%2Fg%2F1jkyjgm9j!19sChIJ_6MwyrcsDogRb1XYZ8ZskwM?authuser=0&hl=en&rclk=1","Holiday Inn Chicago Dwtn Wolf Point, an IHG Hotel",4.3,"-2,868",3-star hotel,350 W Wolf Point Plaza Building 2,,https://lh5.googleusercontent.com/p/AF1QipNAVvz1iL1sxDx0rSadeGIxthH2qtpjEML2M24s=w138-h92-k-no,"""Staff were great but the AC in the room was super load when it kicked on."""
https://www.google.com/maps/place/SDI+Meetings+%26+Incentives/data=!4m7!3m6!1s0x880e2cb3572676fd:0x5ba8c45585374956!8m2!3d41.8884556!4d-87.6275645!16s%2Fg%2F1xcbq646!19sChIJ_XYmV7MsDogRVkk3hVXEqFs?authuser=0&hl=en&rclk=1,SDI Meetings & Incentives,,,Conference center,330 N Wabash Ave #2000,⋅ Opens 8 AM Mon,https://lh5.googleusercontent.com/p/AF1QipMtNxKx9wTs_Oc0kGMyYKDJEj64w-rzMO6z7SQ=w92-h92-k-no,Onsite services
https://www.google.com/maps/place/Wacker+Drive+Executive+Suites/data=!4m7!3m6!1s0x880e2cbf30f99975:0xbcd91f448439ee71!8m2!3d41.8797321!4d-87.6364234!16s%2Fg%2F1wb8v8fp!19sChIJdZn5ML8sDogRce45hEQf2bw?authuser=0&hl=en&rclk=1,Wacker Drive Executive Suites,4.2,-5,Conference center,125 S Wacker Dr,,https://lh5.googleusercontent.com/p/AF1QipPhmMEx6ZZh6eKLUKK-YN7GEeu5OtAS1Kb9iKqB=w163-h92-k-no,
https://www.google.com/maps/place/The+Ivy+Hotel/data=!4m7!3m6!1s0x880e2cab049f2c35:0x3249de2ba1b9e82b!8m2!3d41.8932083!4d-87.6214611!16s%2Fg%2F1hc27g5rb!19sChIJNSyfBKssDogRK-i5oSveSTI?authuser=0&hl=en&rclk=1,The Ivy Hotel,4.1,"-1,028",4-star hotel,233 E Ontario St,,https://lh5.googleusercontent.com/p/AF1QipMI-9afK-Nqnm8etc7KmQj97O7T-6d0YPEFRhCD=w138-h92-k-no,"""Stayed here for a few nights while in town for a conference."""
https://www.google.com/maps/place/Loews+Chicago+Hotel/data=!4m7!3m6!1s0x880e2ca9ff481693:0x7be18d3e71cce3ec!8m2!3d41.8901907!4d-87.6190808!16s%2Fg%2F11b6hkmbgk!19sChIJkxZI_6ksDogR7OPMcT6N4Xs?authuser=0&hl=en&rclk=1,Loews Chicago Hotel,4.6,"-3,581",4-star hotel,455 N Park Dr,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGX3Y65uji90fyEpNPeC4NDfMIodo5Noov1Kbqku9MV3f1nKidpGONC9VQDEM_iDjUza5-ReqNPLO20BC7fyN_iyBmMlNFXD4TQ0NlvLYXjUgtilYMWXatXcDl_ZemWoa5yF4z7F92_sUiWYYQSai2A8X6iSNOzZsoyCFGIb8qZuhmD-7JToUf0=w138-h92-k-no,"""A perfect location for a small conference."""
https://www.google.com/maps/place/Amata+Offices+%7C+W+Wacker+-+Shared+Office+Suites+%26+Admin+Services/data=!4m7!3m6!1s0x880e2cb9a74cae35:0xdb39f5181a957cb4!8m2!3d41.8864228!4d-87.6307475!16s%2Fg%2F1tdz9_j8!19sChIJNa5Mp7ksDogRtHyVGhj1Ods?authuser=0&hl=en&rclk=1,Amata Offices | W Wacker - Shared Office Suites & Admin Services,4.6,-17,Conference center,77 W Wacker Dr Ste 4500,⋅ Opens 7 AM Mon,https://lh5.googleusercontent.com/p/AF1QipPiKCC-LejrxGavceu0B_tpxIb4JryA3uvLOE4M=w138-h92-k-no,Onsite services
https://www.google.com/maps/place/The+Wheeler+Mansion/data=!4m7!3m6!1s0x880e2c7fe3ff3aed:0x355f9387d2b8d9c7!8m2!3d41.8549017!4d-87.619381!16s%2Fm%2F02vl2hb!19sChIJ7Tr_438sDogRx9m40oeTXzU?authuser=0&hl=en&rclk=1,The Wheeler Mansion,4.2,-114,4-star hotel,2020 S Calumet Ave,,https://lh5.googleusercontent.com/p/AF1QipMXnSEvCJKNxIcjdV2R1HLOlvx4TO8u2S6uRO7i=w80-h106-k-no,"""A 6-minute drive from McCormick Place"
"https://www.google.com/maps/place/Crowne+Plaza+Chicago+West+Loop,+an+IHG+Hotel/data=!4m7!3m6!1s0x880e2cc49655b94d:0xc0bca375f7cf0548!8m2!3d41.880866!4d-87.6469826!16s%2Fg%2F1tdr3x7h!19sChIJTblVlsQsDogRSAXP93WjvMA?authuser=0&hl=en&rclk=1","Crowne Plaza Chicago West Loop, an IHG Hotel",3.9,"-2,559",4-star hotel,25 S Halsted St,,https://lh5.googleusercontent.com/p/AF1QipNFGl1mru9rk85J5cA8txQliVyf0v3OIbHgTaFt=w138-h92-k-no,"""Conference layout was phenomenal"""
https://www.google.com/maps/place/Spertus+Institute+for+Jewish+Learning+and+Leadership/data=!4m7!3m6!1s0x880e2c98c1785241:0x6a2ed8fef11efe06!8m2!3d41.8737993!4d-87.6244479!16s%2Fm%2F02vxyc9!19sChIJQVJ4wZgsDogRBv4e8f7YLmo?authuser=0&hl=en&rclk=1,Spertus Institute for Jewish Learning and Leadership,5,-8,University,610 Michigan Ave,⋅ Opens 9 AM Mon,https://lh5.googleusercontent.com/p/AF1QipNJaE_vV_2Ibz4gWewE8LCjwQK6XVlusion9mZ3=w80-h120-k-no,
https://www.google.com/maps/place/David+L.+Lawrence+Convention+Center/data=!4m7!3m6!1s0x8834f3e2eb0a8de7:0x36ba9693af60a61!8m2!3d40.4455472!4d-79.9962844!16zL20vMDd6enlj!19sChIJ540K6-LzNIgRYQr2OmmpawM?authuser=0&hl=en&rclk=1,David L. Lawrence Convention Center,4.5,"-3,570",Convention center,1000 Fort Duquesne Blvd,⋅ 5 PM ⋅ Opens 8 AM Mon,https://lh5.googleusercontent.com/p/AF1QipNelWhkGnUmgbSBYF0oAM1rPO-kDr3IetTnPRMv=w163-h92-k-no,"""Nice conference center in the heart of downtown."""
